IDPOL,INIVIG,Año,Mes,Tipo,Sexo_Titular,Sexo_Adjunto,ECON_Titular,ECON_Adjunto,Status_Titular,Status_Adjunto,PROD,SAF,SAD,CREC,%CREC,COB,PAG,DIV,MON,SIT,F_GAR
27152,24/08/2026,2026,8,Individual,F,F,27,27,NFND,NFND,DM,541990,541990,NA,NA,15,15,SI,MXN,Normal,NA
27168,25/08/2026,2026,8,Vida Conjunta,M,F,38,46,NFND,NFND,DM,312900,312900,NA,NA,10,8,SI,MXN,Normal,NA
27170,25/08/2026,2026,8,Individual,M,F,37,32,FND,FND,T,227060,NA,NA,NA,15,3,NA,MXN,Normal,NA
27171,25/08/2026,2026,8,Individual,F,M,49,49,NFD,FND,V,254460,NA,NA,NA,NA,36,NA,MXN,Normal,NA
27169,25/08/2026,2026,8,Individual,M,F,44,44,FND,FND,T,349430,NA,VARIABLE,0.045,25,25,NA,MXN,Normal,NA
27167,25/08/2026,2026,8,Individual,F,F,42,46,NFND,NFND,V,1799080,NA,NA,NA,NA,28,NA,MXN,Normal,NA
27162,25/08/2026,2026,8,Vida Conjunta,F,M,32,32,NFND,FD,T,316620,NA,NA,NA,10,10,NA,MXN,Normal,NA
27165,25/08/2026,2026,8,Individual,F,M,34,34,NFND,NFD,DM,2863330,Última,VARIABLE,0.044,15,15,SI,MXN,Normal,NA
27164,25/08/2026,2026,8,Vida Conjunta,F,F,39,30,FND,FND,T,181640,NA,FIJO,0.047,15,15,NA,MXN,Normal,NA
27163,25/08/2026,2026,8,Vida Conjunta,F,F,42,38,FD,NFND,DM,176340,176340,NA,NA,15,4,SI,MXN,Normal,NA
27161,25/08/2026,2026,8,Individual,F,F,44,44,FD,FD,T,2003390,NA,NA,NA,10,10,NA,MXN,Normal,NA
27166,25/08/2026,2026,8,Individual,M,M,31,39,NFND,FD,T,204330,NA,NA,NA,15,13,NA,UDI,Normal,NA
27188,26/08/2026,2026,8,Individual,F,M,44,46,FND,FD,T,251770,NA,NA,NA,25,25,NA,MXN,Normal,NA
27187,26/08/2026,2026,8,Individual,F,M,30,30,FD,FD,T,178690,NA,NA,NA,10,10,NA,MXN,Normal,NA
27186,26/08/2026,2026,8,Individual,M,M,53,53,NFND,NFND,DM,518840,518840,NA,NA,10,10,SI,MXN,Normal,NA
27185,26/08/2026,2026,8,Vida Conjunta,M,F,33,38,NFD,NFD,T,852080,NA,NA,NA,20,19,NA,MXN,Normal,NA
27184,26/08/2026,2026,8,Individual,F,F,38,35,FND,FND,V,213340,NA,FIJO,0.031,NA,10,NA,MXN,Normal,NA
27183,26/08/2026,2026,8,Último Superviviente,F,M,38,38,FND,FND,DM,650860,650860,NA,NA,10,1,SI,MXN,Normal,NA
27181,26/08/2026,2026,8,Individual,F,F,42,42,NFND,NFND,DM,354520,Última,FIJO,0.021,10,2,SI,MXN,Normal,NA
27180,26/08/2026,2026,8,Vida Conjunta,M,F,43,43,NFD,FD,V,242910,NA,NA,NA,NA,66,NA,MXN,Normal,NA
27182,26/08/2026,2026,8,Individual,F,M,47,47,NFND,NFND,DM,1795860,Última,VARIABLE,0.023,25,25,SI,MXN,Normal,NA
27178,26/08/2026,2026,8,Vida Conjunta,F,M,47,43,NFND,FND,V,177380,NA,VARIABLE,0.028,NA,1,NA,USD,Normal,NA
27177,26/08/2026,2026,8,Último Superviviente,F,M,40,40,NFND,FD,DM,478620,478620,NA,NA,20,10,SI,MXN,Normal,NA
27176,26/08/2026,2026,8,Individual,F,M,55,61,NFND,FND,V,109240,NA,NA,NA,NA,16,NA,MXN,Normal,NA
27175,26/08/2026,2026,8,Individual,M,F,34,39,NFND,NFND,DM,446940,Última,VARIABLE,0.038,10,7,SI,MXN,Normal,NA
27174,26/08/2026,2026,8,Vida Conjunta,M,M,27,27,NFND,NFD,T,512890,NA,NA,NA,15,15,NA,MXN,Normal,NA
27173,26/08/2026,2026,8,Individual,M,F,50,48,NFND,NFND,T,560940,NA,NA,NA,15,7,NA,MXN,Normal,NA
27172,26/08/2026,2026,8,Individual,F,M,27,27,FND,NFND,T,42420,NA,NA,NA,15,15,NA,MXN,Normal,NA
27179,26/08/2026,2026,8,Individual,F,M,37,37,NFND,NFND,V,29490,NA,VARIABLE,0.021,NA,60,NA,MXN,Normal,NA
27201,27/08/2026,2026,8,Individual,F,M,41,41,NFND,NFND,T,349530,NA,NA,NA,10,1,NA,MXN,Normal,NA
27202,27/08/2026,2026,8,Individual,F,M,36,44,NFD,NFD,T,346350,NA,NA,NA,20,20,NA,MXN,Normal,NA
27203,27/08/2026,2026,8,Individual,M,F,45,54,NFND,NFND,T,755850,NA,NA,NA,20,20,NA,USD,Normal,NA
27207,27/08/2026,2026,8,Individual,F,F,45,45,FND,FND,T,470500,NA,NA,NA,5,5,NA,MXN,Normal,NA
27205,27/08/2026,2026,8,Vida Conjunta,M,M,50,43,FND,NFND,T,95220,NA,NA,NA,25,16,NA,MXN,Normal,NA
27206,27/08/2026,2026,8,Último Superviviente,M,F,24,24,FND,FND,T,583160,NA,NA,NA,10,10,NA,MXN,Normal,NA
27200,27/08/2026,2026,8,Individual,F,M,41,41,NFD,FD,T,1185680,NA,FIJO,0.031,15,3,NA,MXN,Normal,NA
27204,27/08/2026,2026,8,Vida Conjunta,F,F,50,55,NFND,NFND,T,1573620,NA,NA,NA,10,2,NA,UDI,Normal,NA
27199,27/08/2026,2026,8,Individual,F,M,53,55,NFND,NFD,V,123550,NA,NA,NA,NA,2,NA,MXN,Normal,NA
27193,27/08/2026,2026,8,Individual,M,F,44,44,NFND,NFND,V,523380,NA,VARIABLE,0.03,NA,1,NA,MXN,Normal,NA
27197,27/08/2026,2026,8,Vida Conjunta,F,F,38,32,FND,FD,T,644600,NA,NA,NA,5,5,NA,MXN,Normal,NA
27196,27/08/2026,2026,8,Individual,F,M,47,47,NFND,FND,DM,238250,238250,NA,NA,10,8,SI,MXN,Normal,NA
27195,27/08/2026,2026,8,Individual,F,F,43,51,FND,FD,DM,84810,84810,NA,NA,15,13,SI,MXN,Normal,NA
27194,27/08/2026,2026,8,Individual,M,F,38,31,NFD,NFD,T,2091410,NA,NA,NA,5,1,NA,UDI,Normal,NA
27192,27/08/2026,2026,8,Vida Conjunta,F,F,34,34,NFD,NFD,DM,668770,598300,NA,NA,15,1,SI,MXN,Normal,NA
27191,27/08/2026,2026,8,Individual,M,F,41,49,NFD,NFD,T,144830,NA,NA,NA,15,1,NA,MXN,Normal,NA
27190,27/08/2026,2026,8,Último Superviviente,M,F,37,41,NFD,NFD,V,1327100,NA,NA,NA,NA,33,NA,MXN,Normal,NA
27189,27/08/2026,2026,8,Último Superviviente,M,F,37,37,NFND,NFND,V,847540,NA,NA,NA,NA,7,NA,MXN,Normal,NA
27198,27/08/2026,2026,8,Individual,F,M,46,47,NFND,NFND,DM,479890,479890,NA,NA,10,10,SI,MXN,Normal,NA
27212,28/08/2026,2026,8,Individual,M,M,42,40,NFD,NFD,T,10000,NA,NA,NA,10,10,NA,MXN,Normal,NA
27211,28/08/2026,2026,8,Vida Conjunta,M,F,32,32,NFND,NFND,T,210630,NA,NA,NA,5,3,NA,MXN,Normal,NA
27209,28/08/2026,2026,8,Individual,M,F,41,41,NFND,NFND,T,309640,NA,NA,NA,15,9,NA,MXN,Normal,NA
27208,28/08/2026,2026,8,Vida Conjunta,F,M,37,46,NFND,NFD,T,414870,NA,NA,NA,20,20,NA,MXN,Normal,NA
27210,28/08/2026,2026,8,Vida Conjunta,F,M,32,42,FD,FD,T,2692410,NA,NA,NA,10,1,NA,MXN,Normal,NA
27221,29/08/2026,2026,8,Individual,M,M,39,43,NFND,NFND,T,96620,NA,NA,NA,15,15,NA,MXN,Normal,NA
27227,29/08/2026,2026,8,Individual,M,F,27,20,FD,NFD,T,321790,NA,NA,NA,15,6,NA,MXN,Normal,NA
27226,29/08/2026,2026,8,Vida Conjunta,F,F,43,41,NFND,FND,V,73340,NA,FIJO,0.037,NA,45,NA,MXN,Normal,NA
27225,29/08/2026,2026,8,Individual,M,M,41,42,FND,NFND,T,218550,NA,NA,NA,20,9,NA,MXN,Normal,NA
27223,29/08/2026,2026,8,Individual,F,M,39,44,FD,FD,T,275750,NA,NA,NA,20,20,NA,USD,Normal,NA
27222,29/08/2026,2026,8,Individual,M,F,46,46,NFD,FD,V,612780,NA,NA,NA,NA,1,NA,MXN,Normal,NA
27220,29/08/2026,2026,8,Último Superviviente,F,M,35,35,FND,NFND,T,86470,NA,VARIABLE,0.032,15,15,NA,MXN,Saldado,2037-08-29
27224,29/08/2026,2026,8,Individual,F,F,37,37,NFND,NFND,DM,360240,360240,NA,NA,10,7,SI,UDI,Normal,NA
27218,29/08/2026,2026,8,Vida Conjunta,M,F,48,46,NFND,NFND,V,336100,NA,NA,NA,NA,58,NA,MXN,Normal,NA
27217,29/08/2026,2026,8,Último Superviviente,M,F,53,53,NFD,NFD,V,411160,NA,NA,NA,NA,41,NA,MXN,Normal,NA
27216,29/08/2026,2026,8,Individual,M,F,49,43,FND,NFND,V,660750,NA,NA,NA,NA,55,NA,UDI,Normal,NA
27219,29/08/2026,2026,8,Individual,M,F,44,42,NFND,NFND,T,513300,NA,NA,NA,10,5,NA,MXN,Saldado,2029-08-29
27215,29/08/2026,2026,8,Individual,F,M,25,24,NFD,FND,DM,401280,401280,NA,NA,20,20,SI,MXN,Normal,NA
27214,29/08/2026,2026,8,Individual,F,M,42,49,FND,FND,V,83100,NA,NA,NA,NA,36,NA,MXN,Normal,NA
27213,29/08/2026,2026,8,Individual,F,M,55,55,FND,NFND,V,74340,NA,NA,NA,NA,10,NA,MXN,Normal,NA
27236,30/08/2026,2026,8,Individual,F,M,57,54,NFND,NFND,V,1218480,NA,NA,NA,NA,1,NA,UDI,Normal,NA
27235,30/08/2026,2026,8,Individual,M,M,28,32,NFND,FND,T,671070,NA,NA,NA,10,10,NA,MXN,Normal,NA
27234,30/08/2026,2026,8,Vida Conjunta,M,M,45,45,NFND,NFND,T,196990,NA,NA,NA,5,5,NA,MXN,Normal,NA
27233,30/08/2026,2026,8,Individual,M,F,36,35,NFND,FND,T,196060,NA,NA,NA,15,15,NA,MXN,Normal,NA
27237,30/08/2026,2026,8,Individual,F,F,47,40,NFND,NFND,V,2905720,NA,NA,NA,NA,13,NA,MXN,Normal,NA
27231,30/08/2026,2026,8,Individual,F,M,27,36,NFD,FND,T,2090610,NA,NA,NA,10,1,NA,MXN,Normal,NA
27230,30/08/2026,2026,8,Individual,F,M,59,59,NFND,FND,V,132780,NA,NA,NA,NA,22,NA,MXN,Normal,NA
27229,30/08/2026,2026,8,Vida Conjunta,M,M,35,35,FND,FND,T,613450,NA,FIJO,0.032,5,5,NA,MXN,Normal,NA
27228,30/08/2026,2026,8,Individual,F,M,53,53,NFND,NFND,T,690590,NA,NA,NA,15,15,NA,MXN,Normal,NA
27232,30/08/2026,2026,8,Vida Conjunta,M,F,26,26,NFND,NFND,T,517710,NA,NA,NA,15,10,NA,USD,Normal,NA
27248,31/08/2026,2026,8,Individual,F,F,47,45,FD,FND,DM,153430,153430,NA,NA,15,1,SI,MXN,Normal,NA
27247,31/08/2026,2026,8,Vida Conjunta,M,F,29,22,NFND,FND,T,760210,NA,NA,NA,20,20,NA,MXN,Normal,NA
27246,31/08/2026,2026,8,Individual,M,F,41,41,NFD,FND,T,327530,NA,NA,NA,20,17,NA,MXN,Normal,NA
27245,31/08/2026,2026,8,Individual,M,F,31,31,FD,FD,DM,179420,160800,NA,NA,10,10,SI,MXN,Normal,NA
27244,31/08/2026,2026,8,Individual,M,F,36,39,FND,FD,T,336160,NA,NA,NA,20,1,NA,MXN,Normal,NA
27243,31/08/2026,2026,8,Individual,M,M,39,39,NFND,NFND,T,399580,NA,NA,NA,15,1,NA,MXN,Normal,NA
27241,31/08/2026,2026,8,Individual,F,M,44,34,FND,FND,DM,86030,86030,NA,NA,25,11,SI,MXN,Normal,NA
27240,31/08/2026,2026,8,Individual,M,M,59,59,NFD,NFND,V,321640,NA,NA,NA,NA,4,NA,MXN,Normal,NA
27239,31/08/2026,2026,8,Individual,M,M,43,33,FND,FND,T,1080460,NA,NA,NA,20,7,NA,MXN,Normal,NA
27238,31/08/2026,2026,8,Vida Conjunta,M,M,27,28,NFND,NFD,T,254620,NA,VARIABLE,0.014,5,5,NA,UDI,Normal,NA
27242,31/08/2026,2026,8,Vida Conjunta,F,M,45,52,NFD,NFD,V,100260,NA,NA,NA,NA,42,NA,MXN,Normal,NA
27255,01/09/2026,2026,9,Vida Conjunta,F,M,26,22,NFD,NFD,T,517270,NA,NA,NA,15,15,NA,MXN,Normal,NA
27257,01/09/2026,2026,9,Individual,F,M,43,43,FND,NFD,T,720420,NA,FIJO,0.014,5,1,NA,MXN,Saldado,2027-09-01
27256,01/09/2026,2026,9,Individual,M,F,39,33,NFND,NFND,DM,2213150,2213150,NA,NA,10,4,SI,UDI,Normal,NA
27258,01/09/2026,2026,9,Individual,M,M,49,49,NFD,NFD,V,148200,NA,NA,NA,NA,1,NA,MXN,Normal,NA
27254,01/09/2026,2026,9,Vida Conjunta,M,F,34,43,NFND,NFND,T,262800,NA,NA,NA,15,15,NA,MXN,Normal,NA
27251,01/09/2026,2026,9,Individual,F,M,48,40,NFD,NFD,DM,1883680,Última,FIJO,0.048,25,20,SI,MXN,Normal,NA
27252,01/09/2026,2026,9,Vida Conjunta,M,F,35,42,NFD,NFND,T,1364570,NA,NA,NA,20,19,NA,MXN,Normal,NA
27250,01/09/2026,2026,9,Vida Conjunta,F,M,28,28,NFND,FD,T,2610710,NA,NA,NA,20,20,NA,MXN,Normal,NA
27249,01/09/2026,2026,9,Vida Conjunta,F,F,21,18,FND,FD,T,425260,NA,NA,NA,15,15,NA,MXN,Normal,NA
27253,01/09/2026,2026,9,Individual,F,M,44,49,NFND,NFD,DM,687810,Última,FIJO,0.016,25,25,SI,MXN,Normal,NA
27276,02/09/2026,2026,9,Individual,M,M,27,34,FND,FND,T,1168810,NA,NA,NA,15,15,NA,MXN,Normal,NA
27275,02/09/2026,2026,9,Individual,M,F,39,39,NFND,FD,T,122090,NA,NA,NA,5,5,NA,MXN,Normal,NA
27274,02/09/2026,2026,9,Vida Conjunta,F,M,40,40,FND,FND,T,503860,NA,FIJO,0.014,15,1,NA,MXN,Normal,NA
27273,02/09/2026,2026,9,Individual,F,M,42,51,FD,NFD,T,404710,NA,NA,NA,15,15,NA,MXN,Normal,NA
27272,02/09/2026,2026,9,Vida Conjunta,F,M,20,27,NFND,FD,T,193990,NA,NA,NA,5,1,NA,MXN,Normal,NA
27271,02/09/2026,2026,9,Vida Conjunta,M,F,43,44,NFND,NFND,T,3822440,NA,NA,NA,10,10,NA,USD,Saldado,2033-09-02
27270,02/09/2026,2026,9,Individual,F,F,47,37,NFND,NFND,V,2043970,NA,NA,NA,NA,1,NA,MXN,Normal,NA
27269,02/09/2026,2026,9,Vida Conjunta,F,M,44,44,NFND,NFD,V,346360,NA,NA,NA,NA,56,NA,MXN,Normal,NA
27268,02/09/2026,2026,9,Individual,F,F,40,40,FD,FND,DM,1360580,1360580,NA,NA,20,20,SI,MXN,Normal,NA
27266,02/09/2026,2026,9,Vida Conjunta,F,M,54,54,NFND,NFND,V,562760,NA,NA,NA,NA,49,NA,MXN,Normal,NA
27265,02/09/2026,2026,9,Último Superviviente,M,F,43,51,FND,NFND,T,28030,NA,NA,NA,10,10,NA,USD,Normal,NA
27264,02/09/2026,2026,9,Individual,M,F,37,28,NFND,FD,DM,326720,326720,NA,NA,10,5,SI,MXN,Normal,NA
27263,02/09/2026,2026,9,Individual,M,F,40,38,FND,FND,T,304680,NA,NA,NA,10,3,NA,MXN,Normal,NA
27262,02/09/2026,2026,9,Individual,M,M,43,43,NFND,NFND,T,178930,NA,NA,NA,20,20,NA,USD,Normal,NA
27261,02/09/2026,2026,9,Vida Conjunta,M,F,39,39,FD,FD,DM,487820,487820,NA,NA,10,10,SI,MXN,Normal,NA
27260,02/09/2026,2026,9,Individual,F,M,44,44,NFND,NFND,V,1217930,NA,NA,NA,NA,38,NA,MXN,Normal,NA
27259,02/09/2026,2026,9,Vida Conjunta,M,M,36,36,NFD,NFD,T,76550,NA,NA,NA,25,25,NA,MXN,Normal,NA
27267,02/09/2026,2026,9,Vida Conjunta,F,F,49,49,NFD,NFND,DM,68920,68920,NA,NA,5,5,SI,MXN,Normal,NA
27285,03/09/2026,2026,9,Vida Conjunta,M,F,59,64,FD,FD,V,144870,NA,VARIABLE,0.028,NA,1,NA,MXN,Normal,NA
27289,03/09/2026,2026,9,Individual,F,M,35,32,FD,NFD,T,161520,NA,NA,NA,10,10,NA,MXN,Normal,NA
27288,03/09/2026,2026,9,Vida Conjunta,M,F,49,41,NFD,NFD,DM,406790,406790,NA,NA,10,10,SI,MXN,Normal,NA
27287,03/09/2026,2026,9,Individual,M,F,41,47,FND,FND,T,1117170,NA,NA,NA,5,5,NA,MXN,Normal,NA
27286,03/09/2026,2026,9,Vida Conjunta,M,F,38,35,FND,FND,T,253230,NA,NA,NA,25,25,NA,UDI,Prórrogado,2048-09-03
27284,03/09/2026,2026,9,Individual,M,M,46,38,FD,FD,T,530080,NA,NA,NA,25,6,NA,MXN,Normal,NA
27278,03/09/2026,2026,9,Vida Conjunta,M,M,37,37,NFND,NFND,T,345110,NA,NA,NA,15,15,NA,MXN,Normal,NA
27282,03/09/2026,2026,9,Vida Conjunta,M,F,37,27,NFD,NFD,T,1146910,NA,NA,NA,10,3,NA,MXN,Normal,NA
27281,03/09/2026,2026,9,Individual,M,F,48,48,FD,FD,DM,955440,955440,NA,NA,15,15,SI,MXN,Normal,NA
27280,03/09/2026,2026,9,Vida Conjunta,F,F,48,40,NFD,NFD,T,248070,NA,NA,NA,15,1,NA,USD,Normal,NA
27279,03/09/2026,2026,9,Vida Conjunta,M,F,52,45,NFND,FD,T,101450,NA,FIJO,0.032,10,10,NA,MXN,Normal,NA
27283,03/09/2026,2026,9,Individual,F,M,37,27,NFD,NFD,T,1503530,NA,NA,NA,15,14,NA,MXN,Normal,NA
27277,03/09/2026,2026,9,Individual,M,F,48,48,FND,NFD,V,687600,NA,NA,NA,NA,1,NA,MXN,Normal,NA
27304,04/09/2026,2026,9,Vida Conjunta,M,F,37,37,NFND,NFND,T,462890,NA,NA,NA,10,10,NA,UDI,Normal,NA
27303,04/09/2026,2026,9,Individual,M,F,41,45,NFD,NFD,DM,187630,Última,FIJO,0.026,15,5,SI,MXN,Normal,NA
27302,04/09/2026,2026,9,Individual,M,F,41,35,NFD,NFND,DM,763420,763420,NA,NA,5,5,SI,UDI,Normal,NA
27301,04/09/2026,2026,9,Vida Conjunta,F,M,38,35,NFD,NFD,T,279900,NA,FIJO,0.027,15,14,NA,MXN,Normal,NA
27300,04/09/2026,2026,9,Individual,F,M,21,27,NFD,NFD,T,1129610,NA,NA,NA,15,15,NA,UDI,Normal,NA
27299,04/09/2026,2026,9,Individual,F,F,33,41,NFND,FND,T,916960,NA,NA,NA,20,8,NA,MXN,Normal,NA
27298,04/09/2026,2026,9,Individual,M,F,41,41,FD,FND,T,1052540,NA,NA,NA,10,10,NA,MXN,Normal,NA
27297,04/09/2026,2026,9,Individual,F,M,41,45,NFND,NFND,V,118400,NA,NA,NA,NA,1,NA,MXN,Normal,NA
27296,04/09/2026,2026,9,Vida Conjunta,F,M,46,46,NFND,NFND,V,423710,NA,NA,NA,NA,1,NA,MXN,Normal,NA
27295,04/09/2026,2026,9,Individual,M,F,31,31,NFND,NFND,T,261350,NA,NA,NA,15,11,NA,MXN,Normal,NA
27294,04/09/2026,2026,9,Vida Conjunta,M,M,36,36,NFND,FD,T,131920,NA,NA,NA,10,6,NA,MXN,Normal,NA
27293,04/09/2026,2026,9,Vida Conjunta,M,M,40,40,NFND,FND,DM,480590,480590,NA,NA,10,10,SI,MXN,Normal,NA
27292,04/09/2026,2026,9,Individual,F,M,32,32,FD,NFND,T,790930,NA,NA,NA,10,10,NA,MXN,Normal,NA
27291,04/09/2026,2026,9,Individual,M,F,37,37,NFD,NFD,T,228270,NA,FIJO,0.05,15,1,NA,MXN,Normal,NA
27290,04/09/2026,2026,9,Individual,F,M,38,38,NFND,NFD,T,575290,NA,NA,NA,10,1,NA,MXN,Normal,NA
27319,05/09/2026,2026,9,Individual,F,M,41,34,FND,NFND,T,463630,NA,NA,NA,10,10,NA,MXN,Normal,NA
27318,05/09/2026,2026,9,Individual,M,M,43,43,NFND,NFND,V,453790,NA,NA,NA,NA,34,NA,MXN,Normal,NA
27317,05/09/2026,2026,9,Individual,M,F,42,42,NFND,NFD,T,525970,NA,NA,NA,25,25,NA,UDI,Normal,NA
27316,05/09/2026,2026,9,Último Superviviente,F,M,47,49,NFND,FND,DM,320210,320210,NA,NA,10,2,SI,MXN,Normal,NA
27315,05/09/2026,2026,9,Individual,F,F,45,40,FND,FD,T,424020,NA,NA,NA,15,1,NA,MXN,Normal,NA
27314,05/09/2026,2026,9,Último Superviviente,F,M,32,32,NFND,NFND,T,60100,NA,VARIABLE,0.019,10,8,NA,MXN,Normal,NA
27312,05/09/2026,2026,9,Vida Conjunta,F,F,46,48,NFND,NFND,T,997980,NA,FIJO,0.014,10,10,NA,MXN,Normal,NA
27313,05/09/2026,2026,9,Último Superviviente,M,M,60,60,NFND,NFND,V,738160,NA,NA,NA,NA,42,NA,MXN,Normal,NA
27310,05/09/2026,2026,9,Individual,F,M,35,35,FND,FND,T,288670,NA,NA,NA,15,15,NA,MXN,Normal,NA
27309,05/09/2026,2026,9,Individual,F,M,56,65,NFD,NFD,V,2498880,NA,VARIABLE,0.03,NA,1,NA,MXN,Normal,NA
27308,05/09/2026,2026,9,Individual,F,F,55,60,NFND,FD,T,612270,NA,NA,NA,15,15,NA,MXN,Normal,NA
27307,05/09/2026,2026,9,Individual,M,F,31,41,FD,FND,T,218710,NA,NA,NA,15,15,NA,MXN,Normal,NA
27306,05/09/2026,2026,9,Vida Conjunta,M,F,41,41,NFND,NFD,T,455620,NA,VARIABLE,0.018,15,6,NA,MXN,Normal,NA
27305,05/09/2026,2026,9,Vida Conjunta,M,F,31,31,FND,NFND,T,3274690,NA,FIJO,0.03,20,20,NA,MXN,Normal,NA
27311,05/09/2026,2026,9,Individual,M,F,30,30,NFD,NFD,T,196430,NA,NA,NA,25,25,NA,MXN,Normal,NA
27328,06/09/2026,2026,9,Individual,F,M,57,57,FND,FND,V,112840,NA,NA,NA,NA,26,NA,UDI,Normal,NA
27335,06/09/2026,2026,9,Último Superviviente,F,F,45,54,NFND,NFND,T,571360,NA,NA,NA,15,15,NA,MXN,Normal,NA
27334,06/09/2026,2026,9,Vida Conjunta,M,F,51,54,NFND,NFND,V,282590,NA,NA,NA,NA,46,NA,MXN,Normal,NA
27333,06/09/2026,2026,9,Individual,F,M,41,41,NFND,NFD,T,440090,NA,FIJO,0.041,15,1,NA,MXN,Normal,NA
27332,06/09/2026,2026,9,Individual,F,M,23,18,FND,FND,T,22780,NA,NA,NA,20,20,NA,MXN,Normal,NA
27331,06/09/2026,2026,9,Individual,M,F,45,39,FND,FND,V,1847060,NA,NA,NA,NA,65,NA,USD,Normal,NA
27330,06/09/2026,2026,9,Vida Conjunta,F,M,31,21,NFD,FD,T,494270,NA,NA,NA,5,5,NA,USD,Normal,NA
27329,06/09/2026,2026,9,Vida Conjunta,M,M,51,51,FD,FND,V,242960,NA,NA,NA,NA,54,NA,MXN,Normal,NA
27325,06/09/2026,2026,9,Individual,M,M,45,45,FND,FD,T,1310050,NA,NA,NA,10,10,NA,MXN,Normal,NA
27326,06/09/2026,2026,9,Vida Conjunta,F,F,43,44,NFND,NFND,DM,912060,912060,NA,NA,15,15,SI,MXN,Normal,NA
27324,06/09/2026,2026,9,Individual,F,M,36,36,FND,NFD,T,1681510,NA,NA,NA,15,7,NA,MXN,Normal,NA
27323,06/09/2026,2026,9,Vida Conjunta,F,M,33,31,NFND,NFND,T,731760,NA,NA,NA,15,13,NA,MXN,Normal,NA
27322,06/09/2026,2026,9,Individual,F,M,30,26,FD,FD,T,481300,NA,NA,NA,15,15,NA,MXN,Normal,NA
27321,06/09/2026,2026,9,Último Superviviente,M,F,33,42,NFND,NFND,T,3145920,NA,NA,NA,15,1,NA,MXN,Normal,NA
27320,06/09/2026,2026,9,Individual,M,F,59,51,NFND,NFND,V,211570,NA,NA,NA,NA,5,NA,MXN,Normal,NA
27327,06/09/2026,2026,9,Individual,M,F,40,49,NFND,FD,V,753660,NA,NA,NA,NA,1,NA,MXN,Normal,NA
27347,07/09/2026,2026,9,Vida Conjunta,F,M,30,30,NFND,NFND,T,227030,NA,NA,NA,10,1,NA,MXN,Normal,NA
27346,07/09/2026,2026,9,Individual,M,F,32,34,NFND,NFND,DM,601690,601690,NA,NA,10,9,SI,UDI,Normal,NA
27348,07/09/2026,2026,9,Último Superviviente,F,M,53,58,FD,FD,V,332470,NA,VARIABLE,0.024,NA,38,NA,UDI,Normal,NA
27345,07/09/2026,2026,9,Individual,M,F,30,24,NFND,FND,T,747970,NA,NA,NA,15,15,NA,MXN,Normal,NA
27351,07/09/2026,2026,9,Individual,F,M,23,24,NFD,FD,T,211140,NA,NA,NA,15,5,NA,MXN,Normal,NA
27350,07/09/2026,2026,9,Individual,M,M,52,52,NFND,NFND,V,7167650,NA,NA,NA,NA,25,NA,MXN,Normal,NA
27349,07/09/2026,2026,9,Vida Conjunta,F,M,41,41,NFD,FD,V,38970,NA,NA,NA,NA,13,NA,MXN,Normal,NA
27344,07/09/2026,2026,9,Individual,F,M,58,59,NFND,NFND,V,318760,NA,FIJO,0.034,NA,1,NA,MXN,Normal,NA
27337,07/09/2026,2026,9,Último Superviviente,M,F,31,31,NFND,NFND,T,291430,NA,FIJO,0.043,10,10,NA,MXN,Normal,NA
27342,07/09/2026,2026,9,Vida Conjunta,F,M,33,33,NFND,FND,T,1383810,NA,NA,NA,25,25,NA,MXN,Normal,NA
27341,07/09/2026,2026,9,Individual,F,F,49,51,NFND,NFND,V,116430,NA,NA,NA,NA,1,NA,MXN,Normal,NA
27340,07/09/2026,2026,9,Individual,M,F,42,39,FD,FND,T,1409620,NA,VARIABLE,0.025,25,25,NA,MXN,Normal,NA
27339,07/09/2026,2026,9,Individual,M,M,42,42,NFND,FD,T,106750,NA,NA,NA,5,3,NA,MXN,Normal,NA
27338,07/09/2026,2026,9,Individual,F,F,45,40,FND,NFND,T,40930,NA,NA,NA,15,15,NA,UDI,Normal,NA
27336,07/09/2026,2026,9,Individual,F,M,40,50,FND,FND,T,160170,NA,VARIABLE,0.02,10,10,NA,MXN,Normal,NA
27343,07/09/2026,2026,9,Vida Conjunta,F,M,60,64,NFND,NFND,V,276520,NA,VARIABLE,0.025,NA,32,NA,MXN,Normal,NA
27368,08/09/2026,2026,9,Individual,M,M,58,57,FND,NFND,V,183650,NA,NA,NA,NA,11,NA,MXN,Normal,NA
27366,08/09/2026,2026,9,Vida Conjunta,F,F,55,55,NFD,NFD,T,43220,NA,NA,NA,20,8,NA,MXN,Normal,NA
27365,08/09/2026,2026,9,Último Superviviente,M,F,51,51,NFND,FND,T,244300,NA,NA,NA,10,10,NA,MXN,Normal,NA
27364,08/09/2026,2026,9,Individual,M,M,26,20,FD,NFD,T,427260,NA,NA,NA,15,14,NA,MXN,Normal,NA
27363,08/09/2026,2026,9,Individual,M,M,27,27,NFND,NFND,T,1195800,NA,NA,NA,20,14,NA,MXN,Normal,NA
27362,08/09/2026,2026,9,Último Superviviente,F,M,41,41,NFND,NFND,V,788490,NA,NA,NA,NA,1,NA,MXN,Saldado,2027-09-08
27361,08/09/2026,2026,9,Vida Conjunta,F,M,40,33,NFND,FND,DM,675290,675290,NA,NA,15,1,SI,MXN,Normal,NA
